gene,feature_type
3110001I22Rik,Gene Expression
Pla2g10,Gene Expression
Pla2g10os,Gene Expression
AC154607.1,Gene Expression
Rrn3,Gene Expression
Ntan1,Gene Expression
Pdxdc1,Gene Expression
Mpv17l,Gene Expression
Ifitm7,Gene Expression
2900011O08Rik,Gene Expression
Marf1,Gene Expression
Nde1,Gene Expression
Myh11,Gene Expression
Fopnl,Gene Expression
Gm15868,Gene Expression
Abcc1,Gene Expression
A630010A05Rik,Gene Expression
Snai2,Gene Expression
AC154606.1,Gene Expression
Efcab1,Gene Expression
Gm21897,Gene Expression
Ube2v2,Gene Expression
Mcm4,Gene Expression
Prkdc,Gene Expression
Mzt2,Gene Expression
Cebpd,Gene Expression
Spidr,Gene Expression
Pkp2,Gene Expression
Yars2,Gene Expression
Dnm1l,Gene Expression
AC112943.2,Gene Expression
Fgd4,Gene Expression
Olfr19,Gene Expression
4933404G15Rik,Gene Expression
Spag6l,Gene Expression
Igll1,Gene Expression
Vpreb1,Gene Expression
Top3b,Gene Expression
Ppm1f,Gene Expression
AC166832.3,Gene Expression
Mapk1,Gene Expression
1700056N10Rik,Gene Expression
Ypel1,Gene Expression
Ppil2,Gene Expression
AC154667.1,Gene Expression
2610318N02Rik,Gene Expression
Sdf2l1,Gene Expression
Ccdc116,Gene Expression
Ydjc,Gene Expression
Ube2l3,Gene Expression
Rimbp3,Gene Expression
Hic2,Gene Expression
Gm26635,Gene Expression
Tmem191c,Gene Expression
Pi4ka,Gene Expression
Serpind1,Gene Expression
Snap29,Gene Expression
Crkl,Gene Expression
Aifm3,Gene Expression
Lztr1,Gene Expression
Thap7,Gene Expression
Lrrc74b,Gene Expression
P2rx6,Gene Expression
Slc7a4,Gene Expression
Smpd4,Gene Expression
Ccdc74a,Gene Expression
Med15,Gene Expression
Klhl22,Gene Expression
Scarf2,Gene Expression
AC078895.1,Gene Expression
Car15,Gene Expression
Gm20518,Gene Expression
Dgcr2,Gene Expression
Tssk1,Gene Expression
Tssk2,Gene Expression
Dgcr14,Gene Expression
Gsc2,Gene Expression
Slc25a1,Gene Expression
Vpreb2,Gene Expression
AC087064.2,Gene Expression
Dgcr6,Gene Expression
Prodh,Gene Expression
Rtn4r,Gene Expression
4933432I09Rik,Gene Expression
AC118542.1,Gene Expression
Ccdc188,Gene Expression
Zdhhc8,Gene Expression
Ranbp1,Gene Expression
AC084822.2,Gene Expression
Trmt2a,Gene Expression
Dgcr8,Gene Expression
Tango2,Gene Expression
Arvcf,Gene Expression
Comt,Gene Expression
Txnrd2,Gene Expression
Gnb1l,Gene Expression
Rtl10,Gene Expression
Tbx1,Gene Expression
4930588K23Rik,Gene Expression
Gp1bb,Gene Expression
AC133488.1,Gene Expression
Sept5,Gene Expression
Cldn5,Gene Expression
Cdc45,Gene Expression
Ufd1,Gene Expression
2510002D24Rik,Gene Expression
Gm28539,Gene Expression
Mrpl40,Gene Expression
Hira,Gene Expression
2010309G21Rik,Gene Expression
Iglc1,Gene Expression
Iglj1,Gene Expression
Iglc3,Gene Expression
Iglj3p,Gene Expression
Iglj3,Gene Expression
Iglv1,Gene Expression
Iglc4,Gene Expression
Iglj4,Gene Expression
Iglc2,Gene Expression
Iglj2,Gene Expression
Gm43388,Gene Expression
Iglv3,Gene Expression
Iglv2,Gene Expression
Olfr164,Gene Expression
Olfr165,Gene Expression
Olfr166,Gene Expression
Olfr167,Gene Expression
Olfr168,Gene Expression
Olfr169,Gene Expression
Olfr170,Gene Expression
Olfr171,Gene Expression
Lamp3,Gene Expression
B3gnt5,Gene Expression
A930003A15Rik,Gene Expression
AC164558.1,Gene Expression
Klhl6,Gene Expression
Klhl24,Gene Expression
Yeats2,Gene Expression
Map6d1,Gene Expression
AC120150.1,Gene Expression
Parl,Gene Expression
Cyp2ab1,Gene Expression
Abcc5,Gene Expression
Eif2b5,Gene Expression
Gm16618,Gene Expression
Dvl3,Gene Expression
Ap2m1,Gene Expression
Abcf3,Gene Expression
AC087898.2,Gene Expression
Vwa5b2,Gene Expression
AC087898.3,Gene Expression
Alg3,Gene Expression
Eef1akmt4,Gene Expression
Gm49333,Gene Expression
Camk2n2,Gene Expression
Ece2,Gene Expression
Psmd2,Gene Expression
Eif4g1,Gene Expression
Fam131a,Gene Expression
Clcn2,Gene Expression
Polr2h,Gene Expression
Thpo,Gene Expression
Chrd,Gene Expression
CT010490.3,Gene Expression
AC158985.3,Gene Expression
Teddm3,Gene Expression
Ephb3,Gene Expression
AC123977.1,Gene Expression
Gm16863,Gene Expression
Vps8,Gene Expression
2510009E07Rik,Gene Expression
Ehhadh,Gene Expression
1300002E11Rik,Gene Expression
Map3k13,Gene Expression
AC114990.2,Gene Expression
Gm26744,Gene Expression
2610020F03Rik,Gene Expression
Tmem41a,Gene Expression
Liph,Gene Expression
Senp2,Gene Expression
Igf2bp2,Gene Expression
Tra2b,Gene Expression
Etv5,Gene Expression
Dgkg,Gene Expression
9230117E06Rik,Gene Expression
Gm15651,Gene Expression
Crygs,Gene Expression
Tbccd1,Gene Expression
Dnajb11,Gene Expression
CT027991.1,Gene Expression
Ahsg,Gene Expression
Fetub,Gene Expression
Hrg,Gene Expression
Kng2,Gene Expression
Kng1,Gene Expression
Eif4a2,Gene Expression
Rfc4,Gene Expression
Adipoq,Gene Expression
B630019A10Rik,Gene Expression
St6gal1,Gene Expression
Rtp1,Gene Expression
Masp1,Gene Expression
Rtp4,Gene Expression
Sst,Gene Expression
Rtp2,Gene Expression
Bcl6,Gene Expression
Gm37419,Gene Expression
AC158397.1,Gene Expression
AC169509.5,Gene Expression
AC169509.3,Gene Expression
Lppos,Gene Expression
Lpp,Gene Expression
A230028O05Rik,Gene Expression
Tprg,Gene Expression
Trp63,Gene Expression
Gm4524,Gene Expression
P3h2,Gene Expression
Cldn1,Gene Expression
Cldn16,Gene Expression
Tmem207,Gene Expression
Il1rap,Gene Expression
Gm20319,Gene Expression
Gmnc,Gene Expression
Ostn,Gene Expression
AC154512.1,Gene Expression
Uts2b,Gene Expression
Ccdc50,Gene Expression
AC154786.1,Gene Expression
Fgf12,Gene Expression
Mb21d2,Gene Expression
Hrasls,Gene Expression
Atp13a5,Gene Expression
Atp13a4,Gene Expression
Opa1,Gene Expression
AC154438.1,Gene Expression
Gm26834,Gene Expression
CT025592.1,Gene Expression
Gm26569,Gene Expression
Gm1968,Gene Expression
4632428C04Rik,Gene Expression
9030404E10Rik,Gene Expression
Hes1,Gene Expression
1700025H01Rik,Gene Expression
Gm26562,Gene Expression
Cpn2,Gene Expression
Lrrc15,Gene Expression
Gp5,Gene Expression
Atp13a3,Gene Expression
Tmem44,Gene Expression
Lsg1,Gene Expression
Fam43a,Gene Expression
CT009704.1,Gene Expression
AC163720.1,Gene Expression
AC163720.3,Gene Expression
AC163720.2,Gene Expression
AC126280.1,Gene Expression
Xxylt1,Gene Expression
Acap2,Gene Expression
AC130815.3,Gene Expression
Ppp1r2,Gene Expression
AC130815.2,Gene Expression
Apod,Gene Expression
AC125371.4,Gene Expression
AC125371.3,Gene Expression
Bdh1,Gene Expression
Gm15743,Gene Expression
AC125371.2,Gene Expression
AC161376.1,Gene Expression
AC161376.2,Gene Expression
AC126055.1,Gene Expression
Dlg1,Gene Expression
Meltf,Gene Expression
Pigz,Gene Expression
0610012G03Rik,Gene Expression
Ncbp2,Gene Expression
Senp5,Gene Expression
Pak2,Gene Expression
Pigx,Gene Expression
Cep19,Gene Expression
Gm15729,Gene Expression
Nrros,Gene Expression
Bex6,Gene Expression
Fbxo45,Gene Expression
Wdr53,Gene Expression
Smco1,Gene Expression
Rnf168,Gene Expression
Ubxn7,Gene Expression
Tm4sf19,Gene Expression
Tctex1d2,Gene Expression
Pcyt1a,Gene Expression
AC087556.1,Gene Expression
Slc51a,Gene Expression
Zdhhc19,Gene Expression
AC140186.1,Gene Expression
Tfrc,Gene Expression
Tnk2,Gene Expression
Tnk2os,Gene Expression
Muc4,Gene Expression
Muc20,Gene Expression
Smbd1,Gene Expression
Gm26769,Gene Expression
Rubcn,Gene Expression
Fyttd1,Gene Expression
Lrch3,Gene Expression
Iqcg,Gene Expression
Rpl35a,Gene Expression
Lmln,Gene Expression
Osbpl11,Gene Expression
Snx4,Gene Expression
Zfp148,Gene Expression
Slc12a8,Gene Expression
Heg1,Gene Expression
Gm15657,Gene Expression
Muc13,Gene Expression
Itgb5,Gene Expression
Umps,Gene Expression
Gm15829,Gene Expression
Kalrn,Gene Expression
Ropn1,Gene Expression
Ccdc14,Gene Expression
Mylk,Gene Expression
1700119H24Rik,Gene Expression
AC110166.1,Gene Expression
AC110166.2,Gene Expression
Hacd2,Gene Expression
Adcy5,Gene Expression
Sec22a,Gene Expression
Pdia5,Gene Expression
1600019K03Rik,Gene Expression
Sema5b,Gene Expression
Dirc2,Gene Expression
Hspbap1,Gene Expression
Gm26838,Gene Expression
Parp14,Gene Expression
Dtx3l,Gene Expression
Parp9,Gene Expression
Gm15564,Gene Expression
Kpna1,Gene Expression
Wdr5b,Gene Expression
Fam162a,Gene Expression
Ccdc58,Gene Expression
Csta1,Gene Expression
Stfa2l1,Gene Expression
Gm5483,Gene Expression
Gm5416,Gene Expression
2010005H15Rik,Gene Expression
Stfa1,Gene Expression
BC117090,Gene Expression
BC100530,Gene Expression
Gm15845,Gene Expression
Stfa2,Gene Expression
Stfa3,Gene Expression
Casr,Gene Expression
AC117662.4,Gene Expression
Cd86,Gene Expression
Ildr1,Gene Expression
Slc15a2,Gene Expression
Eaf2,Gene Expression
Iqcb1,Gene Expression
Golgb1,Gene Expression
4930565N06Rik,Gene Expression
Hcls1,Gene Expression
Fbxo40,Gene Expression
Polq,Gene Expression
Stxbp5l,Gene Expression
Gtf2e1,Gene Expression
Rabl3,Gene Expression
Hgd,Gene Expression
AC154762.2,Gene Expression
Ndufb4,Gene Expression
Fstl1,Gene Expression
Gm36028,Gene Expression
Lrrc58,Gene Expression
Gpr156,Gene Expression
Gsk3b,Gene Expression
Nr1i2,Gene Expression
Maats1,Gene Expression
Maats1os,Gene Expression
Cox17,Gene Expression
Gm21987,Gene Expression
Popdc2,Gene Expression
Pla1a,Gene Expression
Adprh,Gene Expression
D930030I03Rik,Gene Expression
Cd80,Gene Expression
Timmdc1,Gene Expression
Poglut1,Gene Expression
Tmem39a,Gene Expression
Gm17103,Gene Expression
Arhgap31,Gene Expression
B4galt4,Gene Expression
Upk1b,Gene Expression
4930435E12Rik,Gene Expression
Gm15802,Gene Expression
Igsf11,Gene Expression
AC091463.1,Gene Expression
AC161816.1,Gene Expression
Lsamp,Gene Expression
Gm28750,Gene Expression
Gap43,Gene Expression
4932412D23Rik,Gene Expression
Zbtb20,Gene Expression
AC161607.1,Gene Expression
Gm9968,Gene Expression
Gm15713,Gene Expression
Tigit,Gene Expression
AC154408.2,Gene Expression
Drd3,Gene Expression
Qtrt2,Gene Expression
Ccdc191,Gene Expression
Zdhhc23,Gene Expression
Gramd1c,Gene Expression
Atp6v1a,Gene Expression
Naa50,Gene Expression
Usf3,Gene Expression
Sidt1,Gene Expression
Gm26732,Gene Expression
Spice1,Gene Expression
Cfap44,Gene Expression
Boc,Gene Expression
Nepro,Gene Expression
Gtpbp8,Gene Expression
Cd200r1,Gene Expression
Cd200r4,Gene Expression
Cd200r2,Gene Expression
Cd200r3,Gene Expression
Ccdc80,Gene Expression
Slc35a5,Gene Expression
Atg3,Gene Expression
Btla,Gene Expression
Cd200,Gene Expression
Gm609,Gene Expression
Gm17783,Gene Expression
Slc9c1,Gene Expression
Gcsam,Gene Expression
BC016579,Gene Expression
Tmprss7,Gene Expression
Tagln3,Gene Expression
Abhd10,Gene Expression
Gm15591,Gene Expression
Phldb2,Gene Expression
Gm15640,Gene Expression
Gm15638,Gene Expression
Plcxd2,Gene Expression
Cd96,Gene Expression
Gm4737,Gene Expression
Nectin3,Gene Expression
CT025584.1,Gene Expression
Dppa4,Gene Expression
Dppa2,Gene Expression
Gm5485,Gene Expression
Morc1,Gene Expression
Trat1,Gene Expression
Retnlb,Gene Expression
Retnla,Gene Expression
Retnlg,Gene Expression
Dzip3,Gene Expression
C330027C09Rik,Gene Expression
Myh15,Gene Expression
1700026J12Rik,Gene Expression
Ift57,Gene Expression
Gm15518,Gene Expression
Cd47,Gene Expression
Bbx,Gene Expression
G730013B05Rik,Gene Expression
Ccdc54,Gene Expression
AC138306.1,Gene Expression
Dubr,Gene Expression
1700116B05Rik,Gene Expression
AC126455.1,Gene Expression
Cblb,Gene Expression
Alcam,Gene Expression
4930404A05Rik,Gene Expression
AC122551.1,Gene Expression
Zpld1,Gene Expression
Nfkbiz,Gene Expression
Nxpe3,Gene Expression
Cep97,Gene Expression
Rpl24,Gene Expression
Zbtb11os1,Gene Expression
Zbtb11,Gene Expression
Pcnp,Gene Expression
Trmt10c,Gene Expression
Senp7,Gene Expression
Impg2,Gene Expression
Abi3bp,Gene Expression
Tfg,Gene Expression
Adgrg7,Gene Expression
Tmem45a,Gene Expression
Gm15839,Gene Expression
Lnp1,Gene Expression
Tmem45a2,Gene Expression
Tomm70a,Gene Expression
Nit2,Gene Expression
Gm16892,Gene Expression
Tbc1d23,Gene Expression
Tmem30c,Gene Expression
Gm26800,Gene Expression
Cmss1,Gene Expression
CT025521.3,Gene Expression
CT025521.2,Gene Expression
Filip1l,Gene Expression
Col8a1,Gene Expression
AC156023.3,Gene Expression
AC156023.2,Gene Expression
AC172892.1,Gene Expression
4930461C15Rik,Gene Expression
Dcbld2,Gene Expression
St3gal6,Gene Expression
Gm813,Gene Expression
E330017A01Rik,Gene Expression
AC159200.1,Gene Expression
Cpox,Gene Expression
Gpr15,Gene Expression
Cldnd1,Gene Expression
Olfr172,Gene Expression
Olfr173,Gene Expression
Olfr175-ps1,Gene Expression
Olfr177,Gene Expression
Olfr178,Gene Expression
Olfr180,Gene Expression
Olfr181,Gene Expression
Olfr183,Gene Expression
Olfr186,Gene Expression
Olfr187,Gene Expression
Olfr190,Gene Expression
Olfr191,Gene Expression
Olfr193,Gene Expression
Olfr194,Gene Expression
Olfr195,Gene Expression
Olfr196,Gene Expression
Olfr198,Gene Expression
Olfr199,Gene Expression
Olfr201,Gene Expression
Olfr202,Gene Expression
Olfr203,Gene Expression
Olfr204,Gene Expression
Olfr205,Gene Expression
Olfr206,Gene Expression
Olfr209,Gene Expression
Gabrr3,Gene Expression
1700022E09Rik,Gene Expression
Riox2,Gene Expression
Crybg3,Gene Expression
Arl6,Gene Expression
Epha6,Gene Expression
Gm9017,Gene Expression
AC154292.1,Gene Expression
Nsun3,Gene Expression
Arl13b,Gene Expression
Stx19,Gene Expression
Pros1,Gene Expression
AC163285.1,Gene Expression
CT025155.1,Gene Expression
AC154568.1,Gene Expression
Epha3,Gene Expression
Csnka2ip,Gene Expression
4930453N24Rik,Gene Expression
Zfp654,Gene Expression
Cggbp1,Gene Expression
Htr1f,Gene Expression
AC118240.2,Gene Expression
Pou1f1,Gene Expression
Chmp2b,Gene Expression
Vgll3,Gene Expression
Cadm2,Gene Expression
1700010K23Rik,Gene Expression
4933411O13Rik,Gene Expression
AC154428.1,Gene Expression
4930428D20Rik,Gene Expression
Speer2,Gene Expression
AC154719.1,Gene Expression
Gbe1,Gene Expression
D16Ertd519e,Gene Expression
AC154345.1,Gene Expression
4931420L22Rik,Gene Expression
AC154242.1,Gene Expression
AC154782.1,Gene Expression
Robo1,Gene Expression
Robo2,Gene Expression
AC129186.1,Gene Expression
Lipi,Gene Expression
Rbm11,Gene Expression
AC166995.1,Gene Expression
Hspa13,Gene Expression
Samsn1,Gene Expression
Gm15555,Gene Expression
AC121777.1,Gene Expression
Nrip1,Gene Expression
AC145744.1,Gene Expression
Gm45030,Gene Expression
AC122509.1,Gene Expression
Gm45029,Gene Expression
Gm30790,Gene Expression
1700041M19Rik,Gene Expression
Usp25,Gene Expression
Gm11146,Gene Expression
Gm17333,Gene Expression
Cxadr,Gene Expression
Btg3,Gene Expression
D16Ertd472e,Gene Expression
AC098883.2,Gene Expression
AC122375.2,Gene Expression
Chodl,Gene Expression
Tmprss15,Gene Expression
1700066C05Rik,Gene Expression
Ncam2,Gene Expression
AC122392.2,Gene Expression
AC122817.1,Gene Expression
Gm21833,Gene Expression
AC108826.1,Gene Expression
AC173486.1,Gene Expression
A730009L09Rik,Gene Expression
CT027693.2,Gene Expression
Mir155hg,Gene Expression
Mrpl39,Gene Expression
Jam2,Gene Expression
Atp5j,Gene Expression
Gabpa,Gene Expression
App,Gene Expression
Gm10791,Gene Expression
Gm49227,Gene Expression
Gm49226,Gene Expression
Cyyr1,Gene Expression
Adamts1,Gene Expression
AC126936.1,Gene Expression
Adamts5,Gene Expression
AC163352.1,Gene Expression
AC164425.1,Gene Expression
AC135964.2,Gene Expression
AC135964.1,Gene Expression
AC129178.1,Gene Expression
AC165344.1,Gene Expression
N6amt1,Gene Expression
Ltn1,Gene Expression
Rwdd2b,Gene Expression
Usp16,Gene Expression
Cct8,Gene Expression
Map3k7cl,Gene Expression
Bach1,Gene Expression
2810407A14Rik,Gene Expression
Grik1,Gene Expression
AC093479.1,Gene Expression
AC110241.2,Gene Expression
Cldn17,Gene Expression
Cldn8,Gene Expression
AC125199.2,Gene Expression
Krtap24-1,Gene Expression
2310079G19Rik,Gene Expression
Krtap26-1,Gene Expression
Krtap27-1,Gene Expression
2310061N02Rik,Gene Expression
Krtap13-1,Gene Expression
Krtap13,Gene Expression
2310034C09Rik,Gene Expression
2310057N15Rik,Gene Expression
Gm5965,Gene Expression
AC125199.4,Gene Expression
AC125199.3,Gene Expression
Krtap14,Gene Expression
Krtap15,Gene Expression
Krtap19-1,Gene Expression
Krtap19-2,Gene Expression
Krtap19-3,Gene Expression
Krtap19-4,Gene Expression
Krtap19-5,Gene Expression
Krtap19-9b,Gene Expression
Krtap16-3,Gene Expression
Krtap22-2,Gene Expression
Gm10229,Gene Expression
Krtap6-1,Gene Expression
Gm10228,Gene Expression
Krtap6-5,Gene Expression
1110025L11Rik,Gene Expression
Krtap6-3,Gene Expression
Gm6358,Gene Expression
Gm10061,Gene Expression
Gm9789,Gene Expression
Gm7735,Gene Expression
1110057P08Rik,Gene Expression
Krtap20-2,Gene Expression
Krtap21-1,Gene Expression
Krtap6-2,Gene Expression
Krtap8-1,Gene Expression
Krtap7-1,Gene Expression
Krtap11-1,Gene Expression
AC122381.2,Gene Expression
Tiam1,Gene Expression
Sod1,Gene Expression
Scaf4,Gene Expression
AC131339.1,Gene Expression
AC131339.4,Gene Expression
AC131339.3,Gene Expression
Hunk,Gene Expression
AC133505.1,Gene Expression
1110008E08Rik,Gene Expression
AC133505.2,Gene Expression
AC160759.1,Gene Expression
AC160759.2,Gene Expression
Mis18a,Gene Expression
Gm17518,Gene Expression
Mrap,Gene Expression
Urb1,Gene Expression
Eva1c,Gene Expression
AC134560.1,Gene Expression
1110004E09Rik,Gene Expression
Synj1,Gene Expression
Gm15965,Gene Expression
Paxbp1,Gene Expression
4931406G06Rik,Gene Expression
4932438H23Rik,Gene Expression
AC034116.3,Gene Expression
Olig2,Gene Expression
Olig1,Gene Expression
Gm15966,Gene Expression
Ifnar2,Gene Expression
Gm21970,Gene Expression
Il10rb,Gene Expression
AC150035.3,Gene Expression
Ifnar1,Gene Expression
Ifngr2,Gene Expression
Tmem50b,Gene Expression
Gm15964,Gene Expression
Dnajc28,Gene Expression
Gart,Gene Expression
Son,Gene Expression
Donson,Gene Expression
Atp5o,Gene Expression
Gm10785,Gene Expression
Cryzl1,Gene Expression
Itsn1,Gene Expression
Gm15976,Gene Expression
Atp5o-1,Gene Expression
D430001F17Rik,Gene Expression
Mrps6,Gene Expression
AC144408.3,Gene Expression
Slc5a3,Gene Expression
AC144408.2,Gene Expression
AC144408.1,Gene Expression
Kcne2,Gene Expression
Smim11,Gene Expression
1700048M11Rik,Gene Expression
4930563D23Rik,Gene Expression
Kcne1,Gene Expression
AC162305.1,Gene Expression
Rcan1,Gene Expression
AC174448.1,Gene Expression
Clic6,Gene Expression
AC117775.1,Gene Expression
Runx1,Gene Expression
Gm26626,Gene Expression
CT025774.1,Gene Expression
AC140346.1,Gene Expression
1700029J03Rik,Gene Expression
AC135673.1,Gene Expression
AC160993.1,Gene Expression
Setd4,Gene Expression
Cbr1,Gene Expression
Gm5678,Gene Expression
Cbr3,Gene Expression
Dopey2,Gene Expression
2310043M15Rik,Gene Expression
AC168220.3,Gene Expression
Morc3,Gene Expression
Chaf1b,Gene Expression
Cldn14,Gene Expression
AC165961.3,Gene Expression
Sim2,Gene Expression
Hlcs,Gene Expression
Gm48984,Gene Expression
Ripply3,Gene Expression
Pigp,Gene Expression
Ttc3,Gene Expression
CT030190.1,Gene Expression
Dscr3,Gene Expression
Dyrk1a,Gene Expression
AC165271.1,Gene Expression
Kcnj6,Gene Expression
Gm7976,Gene Expression
AC154546.2,Gene Expression
Kcnj15,Gene Expression
AC154691.1,Gene Expression
Erg,Gene Expression
Ets2,Gene Expression
2810404F17Rik,Gene Expression
Gm15340,Gene Expression
Psmg1,Gene Expression
Brwd1,Gene Expression
Hmgn1,Gene Expression
Wrb,Gene Expression
Lca5l,Gene Expression
Sh3bgr,Gene Expression
B3galt5,Gene Expression
Igsf5,Gene Expression
Itgb2l,Gene Expression
Pcp4,Gene Expression
Dscam,Gene Expression
Bace2,Gene Expression
Mx1,Gene Expression
Fam3b,Gene Expression
Tmprss2,Gene Expression
Ripk4,Gene Expression
Prdm15,Gene Expression
C2cd2,Gene Expression
Zbtb21,Gene Expression
C030010L15Rik,Gene Expression
B230307C23Rik,Gene Expression
A630089N07Rik,Gene Expression
Scaf8,Gene Expression
AC165953.2,Gene Expression
AC165953.3,Gene Expression
Tiam2,Gene Expression
Tfb1m,Gene Expression
Cldn20,Gene Expression
1700102H20Rik,Gene Expression
Nox3,Gene Expression
AC097366.1,Gene Expression
AC173485.1,Gene Expression
AC140300.3,Gene Expression
AC140300.1,Gene Expression
Arid1b,Gene Expression
Gm29050,Gene Expression
Tmem242,Gene Expression
Ldhal6b,Gene Expression
Zdhhc14,Gene Expression
3300005D01Rik,Gene Expression
Snx9,Gene Expression
Synj2,Gene Expression
Serac1,Gene Expression
Gtf2h5,Gene Expression
Tulp4,Gene Expression
Tmem181a,Gene Expression
Dynlt1a,Gene Expression
Gm26848,Gene Expression
Dynlt1b,Gene Expression
Dynlt1c,Gene Expression
Dynlt1f,Gene Expression
Sytl3,Gene Expression
Ezr,Gene Expression
Gm2885,Gene Expression
AC168090.1,Gene Expression
1700122H20Rik,Gene Expression
